name,cuisine,latitude,longitude,address,rating,review_count,price,cafe,food_court,halal,vegetarian,wheelchair_accessible
Folks Collective,Thai,1.283782148,103.8475835,"['China Square Central', '20 Cross Street', '#01-25', 'Singapore 048422', 'Singapore']",3.5,15,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Poulet,Thai,1.31243059,103.9062833,"['Kallang Wave', 'Singapore', 'Singapore']",2,1,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Sawasdee,Thai,1.283312346,103.8446781,"['32/34 Pagoda St', 'Singapore 059207', 'Singapore']",4,6,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Nung Len,Thai,1.30525514,103.8491767,"['33 Mackenzie Rd', 'Singapore 228683', 'Singapore']",3,1,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Suanthai,Thai,1.2982399,103.8388901,"['101 Killiney Rd', 'Singapore 239544', 'Singapore']",3,7,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Khun Mee Thai,Thai,1.324628704,103.9319683,"['799 New Upper Changi Road', '#02-32/34', 'Singapore 467351', 'Singapore']",3,1,$$,FALSE,FALSE,FALSE,FALSE,FALSE
E-Sarn Thai Cuisine,Thai,1.316721976,103.7789359,"['5 Ridgewood Cl', 'Unit G2', 'Ridgewood Condominium', 'Singapore 276696', 'Singapore']",3.5,4,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Bumbu,Thai,1.3018399,103.8598709,"['44 Kandahar St', 'Singapore 198897', 'Singapore']",3.5,5,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Thai Gold,Thai,1.300129457,103.8511687,"['91 Bencoolen St', '#01-14', 'Singapore 189625', 'Singapore']",3.5,4,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Koh Nangkam,Thai,1.303586,103.8591155,"['4 & 6 Jalan Kledek', 'Singapore 199261', 'Singapore']",2,1,$$,FALSE,FALSE,TRUE,FALSE,FALSE
MK Restaurants,Thai,1.30106,103.8384705,"['313 Somerset Road', 'B3', 'Orchard, Singapore', 'Singapore']",2.5,2,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Absolute Thai,Thai,1.280475,103.853551,"['Marina Bay Link Mall, 8A Marina Boulevard', '#B2-16/17', 'Singapore 018984', 'Singapore']",3,7,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Basil By ThaiExpress,Thai,1.30309,103.8730164,"['1 Stadium Pl', '#01-16, Kallang Wave', 'Singapore 397638', 'Singapore']",3.5,3,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Porn's,Thai,1.29831,103.8563004,"['28 Liang Seah St', 'Singapore 189049', 'Singapore']",3,7,$$,FALSE,FALSE,FALSE,FALSE,FALSE
E-Sarn Thai Cuisine,Thai,1.33769,103.7936096,"['200 Turf Club Road', '#01-13, South Grandstand', 'Singapore 287994', 'Singapore']",4.5,2,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Thai Express,Thai,1.302647,103.876449,"['5 Stadium Walk', '#01-33/35 Leisure Park Kallang', 'Singapore 397693', 'Singapore']",2,4,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Greyhound,Thai,1.303851422,103.8361199,"['290 Orchard Rd', '#01-25/25A', 'Singapore 238859', 'Singapore']",3.5,3,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Mai Thai Restaurant,Thai,1.31207,103.7970276,"['44 Jalan Merah Saga', 'Singapore 278116', 'Singapore']",3,6,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Thai Express,Thai,1.35428,103.9450302,"['10 Tampines Central 1', '#05-08 Tampines 1', 'Singapore 529536', 'Singapore']",2,2,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Patara Fine Thai Cuisine,Thai,1.30486,103.8238602,"['163 Tanglin Road', '#03-14', 'Singapore 247933', 'Singapore']",3.5,17,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Thai Express Bistro,Thai,1.29383,103.8533325,"['Raffles City Shopping Centre 252 North Bridge Road', '#B1-77', 'Singapore 179103', 'Singapore']",2,6,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Bangkok Jam,Thai,1.29414,103.8314972,"['1 Kim Seng Promenade', '#02-26 Great World City', 'Singapore 237994', 'Singapore']",2.5,4,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Tom Yum Kungfu,Thai,1.364549496,103.865816,"['2 Maju Avenue', 'Singapore 556680', 'Singapore']",3.5,10,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Thai Express,Thai,1.286328725,103.8276025,"['298 Tiong Bahru Road', 'Singapore 168730', 'Singapore']",4,1,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Mookata Thai BBQ,Thai,1.35309,103.8349533,"['236 Upper Thomson Road', 'Singapore 574367', 'Singapore']",3,2,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Mad Nest,Thai,1.30853,103.91126,"['378-380 East Coast Rd', 'Singapore 428985', 'Singapore']",3.5,10,$$,FALSE,FALSE,FALSE,FALSE,FALSE
New Udon Thai Mookata,Thai,1.30308,103.8650894,"['5001 Beach Road', 'Singapore 199588', 'Singapore']",3.5,7,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Bangkok Jam,Thai,1.3177246,103.8434866,"['101 Thomson Road', '#02 - 06/07', 'Singapore 307591', 'Singapore']",3,1,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Baan Khun Nai Authentic Thai,Thai,1.2800945,103.8509491,"['11 East Coast Road', '#01-22 The Odeon Katong', 'Singapore 437844', 'Singapore']",3,1,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Thai Express,Thai,1.293721298,103.8531331,"['252 North Bridge Road', '#B1-77', 'Singapore 179103', 'Singapore']",2.5,7,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Renn Thai,Thai,1.2899801,103.8455811,"['3D River Valley Road', '#01-05A', 'Singapore 179023', 'Singapore']",3,6,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Lang Nuong Viet Nam,Vietnamese,1.311980867,103.8596951,"['18 Foch Rd', 'Singapore 209260', 'Singapore']",4.5,5,$$,FALSE,FALSE,FALSE,TRUE,FALSE
Wrap & Roll,Vietnamese,1.307946079,103.7885284,"['1 Vista Exchange Green', '#B1-11, The Star Vista', 'Singapore 138617', 'Singapore']",3.5,14,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Pho Stop,Vietnamese,1.278712,103.8438819,"['72 Tanjong Pagar Road', 'Singapore 088493', 'Singapore']",2.5,5,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Saigon Teppanyaki & Bar,Vietnamese,1.305489188,103.9043405,"['95 East Coast Rd', 'Singapore 428793', 'Singapore']",4,1,$$,FALSE,FALSE,FALSE,FALSE,FALSE
PHO 99 Vietnamese Delights,Vietnamese,1.27999,103.8468094,"['57 Amoy Street', 'Singapore 069883', 'Singapore']",3,10,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Comnam,Vietnamese,1.2937921,103.8528755,"['252 North Bridge Road', '#B1-46/47', 'Singapore 179103', 'Singapore']",3,16,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Wrap & Roll,Vietnamese,1.3030745,103.8252029,"['ION Orchard', '#B3-19', 'Singapore 238801', 'Singapore']",3.5,6,$$,FALSE,FALSE,FALSE,FALSE,FALSE
So Pho,Vietnamese,1.35115,103.87268,"['23 Serangoon Central', '#B1-15', 'Singapore 556083', 'Singapore']",3,2,$$,TRUE,FALSE,FALSE,FALSE,FALSE
Saveur,French,1.29695,103.8550491,"['5 Purvis St', 'Talib Court #01-04', 'Singapore 188584', 'Singapore']",4,68,$$,FALSE,FALSE,FALSE,FALSE,FALSE
La Petite Cuisine,French,1.322597246,103.8136488,"['10 Jalan Serene', '#01-05 Serene Centre', '#01-05', 'Singapore 258748', 'Singapore']",3.5,16,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Entre Nous Creperie,French,1.296182555,103.8545473,"['27 Seah St', '#01-01', 'Ann Chuan Building', 'Singapore 188383', 'Singapore']",4.5,21,$$,FALSE,FALSE,FALSE,FALSE,TRUE
Fumèe,French,1.293161886,103.859812,"['9 Raffles Boulevard', '#01-54', 'Singapore 038983', 'Singapore']",3.5,7,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Beyond Pancakes,French,1.29122,103.8578,"['6 Raffles Boulevard', '#03-131A', 'Singapore 039594', 'Singapore']",3.5,7,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Wine Connection Tapas Bar & Bistro,French,1.292421,103.841683,"['11 Unity St', '#01-19/20', 'Robertson Walk', 'Singapore 237995', 'Singapore']",3.5,10,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Ma Maison,French,1.2992907,103.8553101,"['200 Victoria St', '#02-51', 'Singapore 188021', 'Singapore']",4,13,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Birdie Num Num Gastrobar,French,1.32236,103.91385,"['54 Jalan Kembangan', 'Singapore 419119', 'Singapore']",1,1,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Poulet,French,1.29401,103.8531473,"['252 North Bridge Rd', '#B1-65/66', 'Singapore 179103', 'Singapore']",3.5,9,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Poulet,French,1.29971,103.85414,"['201 Victoria St', '#04-12', 'Singapore 188067', 'Singapore']",3,14,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Paul,French,1.303077457,103.8347794,"['391A Orchard Rd', '#03-16/16A/17', 'Singapore 238873', 'Singapore']",3,42,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Garçons,French,1.27731,103.84116,"['1 Cantonment Rd', '#01-01, The Pinnacle @ Duxton', 'Singapore 080001', 'Singapore']",3,2,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Saveur,French,1.3071502,103.8337132,"['14 Scotts Rd', '#01-07B', 'Singapore 228213', 'Singapore']",3.5,19,$$,FALSE,FALSE,FALSE,FALSE,FALSE
High Society,French,1.30389,103.8358307,"['Paragon, 290 Orchard Road', '#B1-27', 'Singapore 238859', 'Singapore']",2,2,$$,TRUE,FALSE,FALSE,FALSE,FALSE
Poulet,French,1.285703375,103.8447301,"['133 New Bridge Road', 'Level 2', 'Singapore 059413', 'Singapore']",2.5,3,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Paul Maison De Qualité,French,1.33452,103.7426224,"['3 Gateway Dr', '#01-05, Westgate', 'Singapore 609601', 'Singapore']",4,2,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Poulet,French,1.263499548,103.8212168,"['1 Harbourfront Walk', '#01-175/176/177', 'Singapore 098585', 'Singapore']",2.5,6,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Mahota Commune,Italian,1.30831,103.8623099,"['809 French Rd', 'Level 3, Kitchener Complex', 'Singapore 200809', 'Singapore']",5,5,$$,FALSE,FALSE,FALSE,TRUE,TRUE
Cibo Italiano,Italian,1.2946,103.82785,"['428 River Valley Rd', 'Singapore', 'Singapore 248327', 'Singapore']",4,6,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Da Paolo Gastronomia - Orchard Paragon,Italian,1.3039085,103.8355742,"['290 Orchard Rd', '#B1-K8', 'Singapore 238859', 'Singapore']",4,4,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Da Paolo Gastronomia - Marina Bay Sands,Italian,1.2837366,103.8591923,"['2 Bayfront Ave', '#01-87', 'Singapore 018972', 'Singapore']",4,7,$$,FALSE,FALSE,FALSE,FALSE,FALSE
el Toro,Italian,1.29672,103.8550873,"['7 Purvis Street', '#01-01', 'Singapore 188586', 'Singapore']",4,2,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Il Fiore,Italian,1.28471,103.85195,"['50 Raffles Pl', '#B1-01', 'Singapore Land Tower', 'Singapore 048623', 'Singapore']",4,2,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Da Paolo Gastronomia - Holland Village,Italian,1.31055,103.79612,"['118 Holland Ave', '#01-06', 'Singapore 278997', 'Singapore']",4,15,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Trattoria Lafiandra,Italian,1.3058565,103.8253453,"['56 Tanglin Road', '#B1-01', 'Singapore 247964', 'Singapore']",4,18,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Bella Pizza,Italian,1.29117,103.8416519,"['30 Robertson Quay', '#01-14, Riverside View', 'Singapore 238251', 'Singapore']",4,13,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Pasta J,Italian,1.35199,103.8351135,"['205 Upper Thomson Rd', 'Singapore 574345', 'Singapore']",4,9,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Donna Carmela,Italian,1.27978,103.7857132,"['242 Pasir Panjang Rd', 'Singapore 118597', 'Singapore']",4,1,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Supply & Demand,Italian,1.289258,103.856604,"['8 Raffles Avenue', '#01-13', 'Singapore 039802', 'Singapore']",2.5,18,$$,FALSE,FALSE,FALSE,FALSE,TRUE
La Pizzaiola,Italian,1.3474,103.8676,"['15-3 Jalan Riang', 'Singapore 358987', 'Singapore']",4,17,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Al Borgo Italian Restaurant,Italian,1.31945,103.8273087,"['383 Bukit Timah Road', '#01-02 Alocassia Apartments', 'Singapore 259727', 'Singapore']",4,5,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Spizza,Italian,1.316497,103.8354576,"['Balmoral Plaza', '271 Bukit Timah Road', '#01-09', 'Singapore 259708', 'Singapore']",3.5,8,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Saizeriya,Italian,1.306983417,103.7879325,"['1 Vista Exchange Green', '#01-44/45', 'Singapore 138617', 'Singapore']",4,3,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Chapter 55,Italian,1.28444,103.834137,"['55 Tiong Bahru Rd', '#01-37', 'Singapore 160055', 'Singapore']",4,12,$$,FALSE,FALSE,FALSE,FALSE,FALSE
La Barca,Italian,1.304636,103.884288,"['90 Goodman Rd', 'Blk C, Goodman Arts Centre', 'Singapore 439053', 'Singapore']",3.5,11,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Kilo,Italian,1.30612,103.866127,"['66 Kampong Bugis', '#02-01', 'Singapore 338987', 'Singapore']",4,22,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Da Paolo Gastronomia - Bukit Timah,Italian,1.32275,103.8141,"['501 Bukit Timah Rd', '#01-01', 'Bukit Timah 259760', 'Singapore']",3.5,17,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Peperoni Pizzeria,Italian,1.304,103.79134,"['10 Biopolis Rd', '#01-01, Chromos', 'Singapore 138670', 'Singapore']",4.5,4,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Shokudo Japanese Coffee House,Italian,1.29741,103.8566208,"['87 Beach Rd', '#02-09  Chye Sing Building', 'Singapore 189695', 'Singapore']",4,1,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Il Piccolo,Italian,1.334196957,103.8497116,"['Blk 78C, Toa Payoh Central', 'Singapore 313078', 'Singapore']",4,1,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Skinny Pizza,Italian,1.299476018,103.8462174,"['68 Orchard Road', '#03-79/83, Plaza Singapure', 'Singapore 238839', 'Singapore']",3.5,7,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Supply & Demand,Italian,1.3009599,103.83896,"['277 Orchard Road', '#02-14', 'Singapore 238858', 'Singapore']",3.5,11,$$,FALSE,FALSE,FALSE,FALSE,TRUE
Ah Bong's Italian,Italian,1.297877959,103.857126,"['103 Beach Rd', '#01-02', 'Singapore 189704', 'Singapore']",4,2,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Trattoria Gallo D'oro,Italian,1.288803369,103.8423353,"['Central Mall', '7 Magazine Road', '#01-03', 'Singapore 059572', 'Singapore']",2.5,4,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Room Coffee Bar,Italian,1.2740901,103.8007965,"['460 Alexandra Road #01 -18', 'Singapore 119963', 'Singapore']",4,4,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Bruno's Pizzeria & Grill,Italian,1.3037,103.8965,"['344 Tanjong Katong Rd', 'Singapore 437113', 'Singapore']",3.5,21,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Pizza Express,Italian,1.3058101,103.8327305,"['6 Scotts Rd', 'Unit B1 08/09', 'Singapore 228209', 'Singapore']",3,9,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Il Cielo,Italian,1.305908,103.829416,"['581 Orchard Rd', 'Level 24', 'Singapore 238883', 'Singapore']",4,9,$$,FALSE,FALSE,FALSE,FALSE,FALSE
SkyLoft at iFly Singapore,Italian,1.2519166,103.8170471,"['43 Siloso Beach Walk', '#05-01', 'Southern Islands 099010', 'Singapore']",4,1,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Peperoni Pizzeria,Italian,1.33128,103.8071899,"['6 Greenwood Avenue', 'Hillcrest Park', 'Singapore 289195', 'Singapore']",4,20,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Saizeriya,Italian,1.342423082,103.9532927,"['3 Simei St 6', '#03-04, Eastpoint Mall', 'Singapore 528833', 'Singapore']",4.5,3,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Rosso Vino,Italian,1.29121,103.84196,"['15 Merbau Rd', 'Singapore 239032', 'Singapore']",3.5,12,$$,FALSE,FALSE,FALSE,FALSE,TRUE
Da Paolo Gastronomia - Raffles City,Italian,1.294129,103.8531133,"['252 North Bridge Road', '#B1-45', 'Singapore 179103', 'Singapore']",3.5,4,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Modesto's,Italian,1.308083842,103.8355771,"['24 Mount Elizabeth', '#01-05 The Elizabeth Hotel', 'Singapore 228518', 'Singapore']",3.5,8,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Table Manners,Italian,1.336134,103.965295,"['5 Changi Business Park Central 1', '#01-68/69', 'Singapore 486038', 'Singapore']",3.5,18,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Istanbul Grill's & Cafe,Turkish,1.301515753,103.859663,"['62 Bussorah Street', 'Singapore 199478', 'Singapore']",2.5,7,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Caffé B,Italian,1.28159,103.84602,"['64 Club St', 'Singapore 069438', 'Singapore']",3.5,11,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Offshore Club,Italian,1.38026,103.97038,"['Blk 103A, 25 Loyang Crescent', 'Singapore 508988', 'Singapore']",4,1,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Sapore Italiano,Italian,1.3039672,103.7749023,"['1 Create Way', '#01-06, NUS University Town', 'Singapore 138602', 'Singapore']",3.5,6,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Ricciotti,Italian,1.289253247,103.8484874,"['20 Upper Circular Rd', '#B1-49/50', 'Singapore 058416', 'Singapore']",3.5,13,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Super Dario Lasagne Café,Italian,1.311308795,103.8569626,"['180 Kitchener Rd', '#04-17', 'City Square Mall', 'Singapore 208539', 'Singapore']",3.5,3,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Platypus Kitchen,Italian,1.298505417,103.8545795,"['200 Victoria St', '#03-29, Bugis Junction', 'Singapore 188021', 'Singapore']",3.5,15,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Wawawa - Bistro by the Reservoir,Italian,1.3390232,103.9349442,"['901 Bedok Reservoir Road', 'Singapore 479266', 'Singapore']",2.5,9,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Casa Verde,Italian,1.314924699,103.8161317,"['1 Cluny Rd', 'Botanic Gardens Visitor Centre', 'Singapore 259569', 'Singapore']",3,12,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Pastamania,Italian,1.291317191,103.8498905,"['109 North Bridge Road', '#01-08/09, Funan Centre', 'Singapore 179097', 'Singapore']",4,1,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Etna Italian Restaurant,Italian,1.278557,103.843372,"['49/50 Duxton Rd', 'Singapore 089514', 'Singapore']",4,31,$$,TRUE,FALSE,FALSE,FALSE,FALSE
Little Box La Pizzeria,Italian,1.3044178,103.8506259,"['180 Albert St', '#01-04', 'Singapore 189971', 'Singapore']",1.5,2,$$,FALSE,FALSE,FALSE,FALSE,FALSE
FOC Sentosa,Spanish,1.246760992,103.824925,"['110 Tanjong Beach Walk', 'Sentosa', 'Singapore 098943', 'Singapore']",3,8,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Charlie's Tapas Grill & Bar,Spanish,1.2861201,103.8497391,"['32 Boat Quay', 'Singapore 049821', 'Singapore']",3.5,7,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Alegro,Spanish,1.2905101,103.8447418,"['01-13 Clarke Quay', 'Singapore 179023', 'Singapore']",3.5,4,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Barraka,Spanish,1.29216,103.8416138,"['11 Unity Street', 'Singapore 237995', 'Singapore']",3,8,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Man Man Japanese Unagi,Japanese,1.27908,103.84139,"['1 Keong Saik Rd', '#01-01', 'Singapore 089109', 'Singapore']",5,19,$$,FALSE,FALSE,FALSE,TRUE,FALSE
Hokkaido Ramen Santouka,Japanese,1.28796305,103.8460039,"['6 Eu Tong Sen St', '#02-76', 'Singapore 059817', 'Singapore']",4.5,58,$$,FALSE,FALSE,FALSE,TRUE,FALSE
Ramen Keisuke Tori King,Japanese,1.275296,103.843668,"['100 Tras St', '#03-15', 'Singapore 079027', 'Singapore']",4,30,$$,FALSE,FALSE,FALSE,FALSE,FALSE
The Sushi Bar,Japanese,1.30691,103.83354,"['14 Scotts Rd', '#04-28', 'Singapore 228213', 'Singapore']",4.5,40,$$,FALSE,FALSE,FALSE,TRUE,FALSE
Hamburg Steak Keisuke,Japanese,1.27736,103.84468,"['72 Peck Seah St', 'Singapore 079329', 'Singapore']",4.5,10,$$,FALSE,FALSE,FALSE,TRUE,FALSE
Ippudo,Japanese,1.30199,103.836799,"['333A Orchard Rd', '04-02/03/04', 'Singapore 238897', 'Singapore']",4,79,$$,FALSE,FALSE,FALSE,TRUE,FALSE
YAYOI,Japanese,1.274405527,103.8433743,"['100 Tras St', '#03-12, 100 AM', 'Singapore 569922', 'Singapore']",4.5,8,$$,FALSE,FALSE,FALSE,TRUE,FALSE
Chabuton,Japanese,1.293009,103.859495,"['9 Raffles Blvd', '#02-15', 'Singapore 039596', 'Singapore']",5,6,$$,FALSE,FALSE,FALSE,TRUE,FALSE
Sanpoutei Ramen,Japanese,1.311343886,103.7957403,"['253 Holland Ave', 'Singapore 278983', 'Singapore']",4,17,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Teppei Syokudo,Japanese,1.303464078,103.8334483,"['Orchard Road', '#B2, Takashimaya Food Hall', 'Singapore 238873', 'Singapore']",4.5,4,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Herbivore,Japanese,1.30044,103.85225,"['190 Middle Rd', '#01-13/14', 'Singapore 188979', 'Singapore']",4.5,11,$$,FALSE,FALSE,FALSE,TRUE,FALSE
Sanji Kagoshima Ramen,Japanese,1.276730586,103.8435442,"['Orchid Hotel', '#01-14, 1 Tras Link', 'Singapore 078867', 'Singapore']",5,8,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Tatsu,Japanese,1.2783321,103.8512726,"['12 Marina View, #2-16', 'Asia Square Tower 2', 'Singapore 018961', 'Singapore']",4,4,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Nihon Mura,Japanese,1.299042329,103.8478695,"['The Cathay', '2 Handy Road, #B1-K2 to B1-07', 'Singapore 229233', 'Singapore']",4,2,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Ippudo,Japanese,1.293141726,103.8418465,"['207 River Valley Rd', '#01-55/56', 'Singapore 238275', 'Singapore']",4,23,$$,FALSE,FALSE,FALSE,TRUE,FALSE
Kaiware Japanese Restaurant,Japanese,1.30248,103.8391724,"['TripleOne Somerset', '#02-15', 'Singapore 238164', 'Singapore']",4.5,4,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Keisuke Tonkotsu King,Japanese,1.276969084,103.8439,"['1 Tras Link', '#01-19', 'Singapore 078867', 'Singapore']",4,51,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Nirai Kanai Okinawan Restaurant,Japanese,1.29151,103.8446884,"['177 River Valley Road, #B1-01/02', 'Liang Court Shopping Centre', 'Singapore 179030', 'Singapore']",4,10,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Tsuta Japanese Soba Noodles,Japanese,1.30681135,103.8320493,"['9 Scotts Rd', '#01-01', 'Singapore 228210', 'Singapore']",3.5,20,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Tonkotsu King Four Seasons,Japanese,1.300943406,103.855325,"['158 Rochor Rd', 'Bugis Village', 'Singapore 188433', 'Singapore']",3.5,16,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Omoomodon,Japanese,1.307264199,103.7889316,"['1 Vista Exchange Green', '02-14/15, The Star Vista', 'Singapore 138617', 'Singapore']",4,3,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Teppei,Japanese,1.277269417,103.8440716,"['1 Tras Link', '#01-18', 'Singapore 078867', 'Singapore']",4,27,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Saboten,Japanese,1.30089,103.83843,"['313 Somerset Road', 'B2-02/03', 'Orchard 238895', 'Singapore']",4,5,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Tsuta Japanese Soba Noodles,Japanese,1.3363858,103.8888439,"['18 Tai Seng Dr', '#01-01', 'Singapore 539775', 'Singapore']",4.5,6,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Ippudo Shaw Centre,Japanese,1.30613,103.83189,"['1 Scotts Rd', '#04-22, Shaw Centre', 'Singapore 228208', 'Singapore']",4,14,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Ramen Keisuke Tonkotsu King,Japanese,1.319000807,103.8929645,"['60 Paya Lebar Rd', '#01-04, Paya Lebar Square', 'Singapore 409051', 'Singapore']",3.5,2,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Maison Ikkoku Restaurant & Bar,Japanese,1.3022606,103.8596118,"['1st Floor', '20 Kandahar St', 'Singapore 198885', 'Singapore']",4,73,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Haramiya Japanese BBQ Restaurant,Japanese,1.287973726,103.8460204,"['6 Eu Tong Sen Street', '#03-86 The Central', 'Singapore 059817', 'Singapore']",4,5,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Ohsho,Japanese,1.302,103.84072,"['5 Koek Rd', '01-10 Cuppage Plaza', 'Singapore 228796', 'Singapore']",4,5,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Nihon Mura,Japanese,1.30241,103.8764572,"['5 Stadium Walk', '#04-01/02 Kallang Leisure Park', 'Singapore 397693', 'Singapore']",2.5,6,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Ramen Keisuke Lobster King,Japanese,1.29036,103.84549,"['3C River Valley Road', '#01-07, The Cannery', 'Singapore 179022', 'Singapore']",3.5,15,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Ramen Bari-Uma,Japanese,1.317526169,103.8441196,"['101 Thomson Rd', '#B1', 'Singapore 307591', 'Singapore']",4,5,$$,FALSE,FALSE,FALSE,FALSE,FALSE
Ramen Champion,Japanese,1.299735281,103.8542211,"['201 Victoria St', 'Level 4', 'Singapore 188067', 'Singapore']",3.5,25,$$,FALSE,FALSE,FALSE,FALSE,FALSE
